valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.28,1985,0.7090000000000001,"['Grover Washington, Jr.', 'Patti LaBelle']",0.475,357827,0.439,0,50jMtIGnaAz23WUUc98veI,0.000459,7,0.147,-9.899,0,The Best Is yet to Come (feat. Patti LaBelle),36,1985,0.106,74.876
0.655,1985,0.0414,['Dead Kennedys'],0.35,217387,0.8390000000000001,0,5wQ6zZPJnqI9DAXv4qcRjL,0.0,6,0.0868,-6.186,1,MTV-Get Off the Air,34,1985-12-21,0.216,145.385
0.123,1985,0.935,['Les Misérables-Original London Cast'],0.313,204907,0.304,0,7xSUZwXZYG6RjoxK4akxJ6,0.000732,4,0.157,-11.702,1,Stars,30,1985,0.0426,91.556
0.936,1985,0.615,['Bird & Macdonald'],0.6779999999999999,137333,0.258,1,043mLMQ7AKNk3tK8zZCB70,0.0,11,0.828,-26.499,1,Rodeo Song,34,1985-10-11,0.0426,125.029
0.23,1985,0.000245,['Dio'],0.445,384347,0.946,0,1R25Vjg2Kb723DtwJx9OUh,0.473,8,0.354,-5.284,0,Sacred Heart - 2016 Remaster,29,1985,0.0359,92.342
0.33,1985,0.331,['George Strait'],0.619,184773,0.27,0,2aIDk5Iyxz6tjCCxpMuajX,0.000406,2,0.269,-15.562,1,Marina Del Rey,29,1985-01-01,0.029,110.406
0.919,1985,0.271,['Modern Talking'],0.797,262373,0.612,0,4OQ9XGe11ckizN2EBnNED2,1.07e-05,2,0.314,-9.043,0,Do You Wanna,46,1985,0.0313,118.162
0.535,1985,0.074,['Prefab Sprout'],0.6779999999999999,239147,0.725,0,77cfjfsqAgEEadv70zcZgK,0.0,11,0.303,-8.092,0,Appetite - 2007 Remastered Version,41,1985,0.0362,129.737
0.8740000000000001,1985,0.452,['Gregory Isaacs'],0.8009999999999999,256163,0.4,0,0PFxLNvbRuRCKt0yFdPXG6,0.000203,8,0.138,-13.607,0,Private Beach Party,33,1985,0.182,77.551
0.962,1985,0.235,['Falco'],0.83,250183,0.738,0,6tetorrFfVEwugqcgfwEm1,5.15e-06,9,0.211,-10.051,0,Vienna Calling,47,1985-02-19,0.0697,131.571
0.904,1985,0.5,['Bad Company'],0.662,200467,0.835,0,0y1kmUIVEt959sqpkrN6FP,0.00273,0,0.144,-7.3439999999999985,1,Movin' On - 2009 Remaster,37,1985-06-01,0.0349,117.868
0.207,1985,0.231,"['Phil Collins', 'Marilyn Martin']",0.319,247347,0.335,0,1PFc4zxEdyKyiUrSRnQEvM,2.55e-06,4,0.13,-8.157,1,Separate Lives (Love Theme from White Nights),30,1985-10-16,0.0309,98.429
0.7440000000000001,1985,0.411,"['Shakatak', 'Al Jarreau']",0.812,226093,0.645,0,1eGRGpas8LsrUawy7ebWMZ,1.62e-05,9,0.168,-12.265,0,Day by Day (feat. Al Jarreau),42,1985,0.086,104.878
0.71,1985,0.0501,['Run–D.M.C.'],0.936,269720,0.933,0,32bNTbhkAiOsdyObAiuKjr,6.32e-05,0,0.359,-3.264,1,Can You Rock It Like This,32,1985-01-21,0.101,136.22
0.302,1985,0.000924,['Dead Kennedys'],0.182,324147,0.969,0,3meBHHgWBvXmpmhQtH6N8a,5.610000000000002e-05,7,0.268,-4.787,1,This Could Be Anywhere,34,1985-12-21,0.179,189.175
0.833,1985,0.269,['ABC'],0.728,215733,0.7509999999999999,0,3zC02nmo5OrDDMW3U905AU,9.26e-06,2,0.0728,-9.702,1,How To Be A Millionaire,29,1985-10,0.0516,121.68
0.173,1985,0.871,['Les Misérables-Original London Cast'],0.3720000000000001,168680,0.254,0,53D2Hft9N4vgi5YTzikSFg,4.08e-05,6,0.0795,-10.289,1,Who Am I?,30,1985,0.0432,76.262
0.228,1985,0.278,['Dokken'],0.454,229027,0.6709999999999999,0,6VixoTtuyI6L6u9y55D3lB,0.0,11,0.124,-11.306,1,Slippin' Away,34,1985-11-19,0.0622,119.886
0.231,1985,0.237,['Gloria Estefan'],0.403,274133,0.457,0,056uvAVDFOa7kv9idKPpf0,0.0,9,0.185,-8.984,1,I See Your Smile,36,1985,0.0272,79.188
0.665,1985,0.0597,['The Power Station'],0.6809999999999999,329973,0.939,0,5a33tOqJ57u0zZXxaY8oJe,0.0733,9,0.0764,-6.371,1,Get It On (Bang a Gong) - 2005 Remaster,29,1985,0.0959,124.302
0.659,1985,0.00773,['Jesse Johnson'],0.7490000000000001,320640,0.7509999999999999,0,0WsmLcRQB0IQdPmeiTlHjb,0.205,4,0.177,-10.604,0,Can You Help Me,29,1985-01-01,0.0347,115.478
0.521,1985,0.136,['The Hooters'],0.473,237467,0.855,0,20JrcZW9Djp70GZyFRrAfl,4.5e-05,9,0.292,-6.221,0,Johnny B.,55,1985,0.0293,91.744
0.53,1985,0.212,['John Mellencamp'],0.556,251200,0.376,0,2EcKwEeO0PN3o1wYNckVyJ,1.36e-06,2,0.111,-6.739,1,Small Town - Acoustic Version,33,1985,0.0349,104.592
0.148,1985,0.726,"['Ludwig van Beethoven', 'Berliner Philharmoniker', 'Herbert von Karajan']",0.259,537507,0.172,0,363LVCWmC8oafSBJXsJgB7,0.901,5,0.108,-17.061,0,"Coriolan, Op. 62: Overture",37,1985-01-01,0.038,76.361
0.0492,1985,8.57e-06,['Megadeth'],0.299,302827,0.985,1,6keueqJqlA0VEKLyKdUQRA,0.0436,2,0.151,-4.697,1,Looking Down the Cross,35,1985,0.256,123.701
0.682,1985,0.173,['The Cure'],0.701,256160,0.741,0,0PrFh7l904QwtisfTgwMHm,0.00128,11,0.113,-7.442,0,Kyoto Song - 2006 Remaster,29,1985-08-26,0.0269,112.676
0.282,1985,0.166,['The Gap Band'],0.5660000000000001,274293,0.502,0,1M8pRfDOrtV8AiIPOBuUVy,0.000529,0,0.118,-9.348,0,Going in Circles,30,1985-12-09,0.0333,117.662
0.733,1985,0.0063799999999999,['Rick James'],0.622,261133,0.6940000000000001,0,7MSb9Hmsr5lnVPRyoranoh,0.000101,6,0.13,-7.9860000000000015,1,Moonchild,31,1985-05-21,0.0313,92.116
0.249,1985,0.257,"['Misfits', 'Glenn Danzig']",0.282,94907,0.8909999999999999,1,1qo8cmbRkIsyFNSPKJWdk9,0.399,2,0.337,-11.273,1,Angelfuck,32,1985-01-01,0.046,176.274
0.431,1985,0.000158,['The Cult'],0.546,379067,0.72,0,2E8wxLLpuIakJSiqrBoohV,0.8540000000000001,0,0.176,-6.881,1,(Here Comes The) Rain,31,1985,0.0384,122.731
0.419,1985,0.513,['Cher'],0.532,206840,0.417,0,2YpSUT3PVayayO5Mg10lv1,0.0,8,0.184,-14.491,1,Dark Lady,29,1985,0.0391,146.72
0.11,1985,0.0007559999999999,['Big Black'],0.42,183787,0.923,1,2lpWykHIgS3lOhX5aHrrmc,1.11e-06,0,0.408,-7.463999999999999,1,Passing Complexion,33,1985-06-01,0.085,153.248
0.959,1985,0.461,['Buckwheat Zydeco'],0.509,284800,0.555,0,7pClRqhqUG2EyO3QUDKJg1,0.00299,3,0.0523,-9.263,1,Tee Nah Nah,30,1985-01-01,0.0328,136.549
0.606,1985,0.547,"['Gloria Estefan', 'Miami Sound Machine']",0.5870000000000001,236760,0.381,0,2iCTC5llCMML8tQq2jvk4a,9.51e-05,2,0.0516,-11.976,1,Can't Stay Away from You,38,1985,0.0403,155.72
0.604,1985,0.451,['Steely Dan'],0.748,454560,0.545,0,3U6uIhYE0lkwBi0yahaW1u,0.000413,0,0.154,-13.512,1,Deacon Blues,29,1985-01-01,0.0359,115.865
0.731,1985,0.265,['Cheech & Chong'],0.619,292827,0.659,0,4bsKq1IYsd4lt3UsegYigL,0.0,0,0.163,-11.89,1,Born In East L.A.,29,1985,0.0491,121.679
0.0634,1985,0.936,"['Paul Speer', 'David Lanz']",0.605,258000,0.229,0,6FZfxmeVhsdqkD8WJfP83n,0.86,5,0.1,-16.3,1,Rain Forest,34,1985-01-01,0.034,127.295
0.8009999999999999,1985,0.182,['Supertramp'],0.76,458083,0.728,0,7AW4T7G3e8VsZ8D7jV1hMr,0.0808,2,0.0901,-9.766,0,Cannonball,45,1985-05-14,0.0347,127.213
0.321,1985,0.0084,['Spectre General'],0.456,225227,0.867,0,3OmH2HUSqoVeMDNLyuKV8J,2.93e-06,9,0.395,-8.991,1,Hunger,35,1985,0.0817,130.785
0.476,1985,0.235,['George Strait'],0.632,175840,0.249,0,4DbuEIGBsGIj9dzlRtdKM5,0.0,8,0.0812,-14.038,1,Let's Fall To Pieces Together,29,1985-01-01,0.0257,93.955
0.297,1985,0.5770000000000001,['R.E.M.'],0.386,291053,0.7340000000000001,0,2xRU6juKQQHGPYEANoKEk4,0.0195,4,0.29,-5.84,0,Feeling Gravitys Pull - Remastered,37,1985-06-10,0.0355,109.652
0.296,1985,0.000248,['Stryper'],0.163,303933,0.8370000000000001,0,07Rzb7ehY4pyOXIu5L7Rgs,0.000328,5,0.0838,-9.948,0,Soldiers Under Command,34,1985-01-01,0.0681,172.257
0.599,1985,0.49,['Steely Dan'],0.7509999999999999,454560,0.545,0,1TyuusIyvlm93bl50KEsmd,0.000342,0,0.131,-13.429,1,Deacon Blues,29,1985-01-01,0.0394,115.848
0.565,1985,0.438,['Billy Joel'],0.403,416547,0.599,0,4JkTV0wdIuujhjgh2Jw7l9,3.73e-05,0,0.259,-8.919,1,Captain Jack,33,1985-06-29,0.0442,147.783
0.963,1985,0.335,"['""Weird Al"" Yankovic']",0.8170000000000001,212760,0.6890000000000001,0,4D876G8FLaVEJk4pHKXFbG,0.0,3,0.0516,-8.082,0,Like a Surgeon,32,1985-06-18,0.0365,126.002
0.789,1985,0.341,['Zapp'],0.769,354894,0.48,0,3uMVsrc2XBfXRCZnVWTfnC,6.29e-06,5,0.358,-17.506,0,Radio People,32,1985-01-01,0.215,140.71200000000002
0.6729999999999999,1985,0.142,['Gino Vannelli'],0.652,188600,0.944,0,6RL5nRfZ2ubP8wIiPOjOSr,0.00482,9,0.119,-4.725,1,Black Cars,37,1985,0.051,129.031
0.726,1985,0.519,['Raffi'],0.7809999999999999,182667,0.466,0,03WTPyeTQRUXsTEaLpPKKn,0.0,2,0.0719,-11.455,1,Tingalayo,30,1985,0.0397,84.12
0.607,1985,0.226,['Oingo Boingo'],0.575,226133,0.8420000000000001,0,19Wvnw3rJWh283T9z8OPk2,0.000726,9,0.209,-11.858,0,Help Me,31,1985-01-01,0.0419,146.264
0.149,1985,0.86,['Hombres G'],0.599,246253,0.384,0,57HCT9SJ58ZK3JpeQMrdvn,0.0197,7,0.133,-9.179,1,Te necesito,46,1985-01-01,0.0297,84.975
0.0712,1985,2.92e-05,['Carnivore'],0.348,448493,0.8370000000000001,1,1Ba9cRDAGtCwQyqoHeNJIT,0.746,10,0.103,-8.388,0,Male Supremacy,36,1985,0.0436,104.981
0.435,1985,0.129,['Alabama'],0.65,203000,0.255,0,1RcU1DfUIHlsMg9Db1nR1G,0.0,4,0.11,-20.372,1,Forty Hour Week (For a Livin'),29,1985,0.0569,85.2
0.364,1985,0.0976,['The Outfield'],0.394,244227,0.713,0,1nL9HmHfzAUv8nBRjrrjus,0.00027,4,0.226,-14.800999999999998,1,Mystery Man,35,1985-06-29,0.0951,135.811
0.884,1985,0.436,['Roupa Nova'],0.588,249160,0.957,0,2BnJUYbPtL3yauZKmay0ko,0.00129,3,0.958,-6.886,1,Whisky a Go-Go,58,1985-08-22,0.045,135.154
0.898,1985,0.052,['Tina Turner'],0.711,358373,0.909,0,7wFjrruuRzT6tE82AiBUio,0.00369,5,0.0717,-6.742000000000001,0,One Of The Living - Extended Version,40,1985-01-01,0.0341,111.128
0.546,1985,0.00235,['Hüsker Dü'],0.0866,154867,0.826,0,0nSWm1Lj33t7Z9JOrkLHwj,0.00665,0,0.0771,-11.294,1,New Day Rising,34,1985-01-01,0.0429,199.456
0.185,1985,0.0787,['Hüsker Dü'],0.288,242733,0.927,0,1Aw5JwUUQ3tW1BpoD5C17o,0.081,7,0.388,-10.055,1,Celebrated Summer,33,1985-01-01,0.0578,100.509
0.35,1985,0.0672,['Cheap Trick'],0.3670000000000001,286347,0.833,0,1Z51w1nyjGmWwXVIIlY20V,0.0,11,0.31,-7.504,0,Tonight It's You,31,1985-07-19,0.0472,116.719
0.26,1985,0.921,['Les Misérables-Original London Cast'],0.448,269880,0.34,0,6i6GvftLVnYqAGNigfhbdq,2.58e-05,11,0.229,-9.618,1,Red and Black,29,1985,0.0458,88.449
0.562,1985,0.00113,['The Replacements'],0.3229999999999999,261573,0.8540000000000001,0,6jH3MYroFrPD1pTGAHOI6p,0.000149,2,0.307,-8.8,1,Hold My Life - 2008 Remaster,32,1985,0.0718,170.487
0.5870000000000001,1985,0.0855,['Hombres G'],0.623,243880,0.8440000000000001,0,1IGF8i4TR7VsVFsvcTZUB2,0.0098,8,0.124,-8.096,1,Hace un año,45,1985,0.05,154.841
0.396,1985,0.838,['Tom Waits'],0.229,167933,0.365,0,4HJi8hcqPI6iRVPlMqpBov,0.00048,1,0.121,-12.519,1,Anywhere I Lay My Head,36,1985-09-30,0.0308,98.424
0.425,1985,0.723,['Óscar Medina'],0.61,289853,0.397,0,6VZNBtvzEhqhCCMb2ZPrRd,1.22e-06,9,0.13,-11.970999999999998,1,Encontre una Paz,35,1985-09-01,0.0262,107.396
0.5820000000000001,1985,0.238,['Bill Withers'],0.669,348800,0.315,0,5TxmGqsyCSDuWAkyn5XopG,0.0,11,0.065,-15.841,1,Watching You Watching Me,36,1985-05-25,0.03,119.847
0.626,1985,5.08e-06,['Dr. Know'],0.222,179533,0.866,1,0UjJDlrnGMLbbqqsyU8E6J,0.0399,9,0.373,-13.222,0,Watch It Burn,32,1985,0.0458,180.11700000000005
0.78,1985,0.0156,['Rick James'],0.701,343107,0.82,0,4Xc9W27x9z7Qc8c1hyGCrG,0.0294,1,0.0907,-7.3039999999999985,1,Glow,36,1985-05-21,0.0375,117.742
0.897,1985,0.262,['Sawyer Brown'],0.61,168240,0.518,0,5ckgqpQZCLUmr9tdPQSs0z,0.0,4,0.0766,-15.036,1,Step That Step,30,1985,0.0288,97.707
0.708,1985,0.6609999999999999,['Sandy Reyes'],0.501,287624,0.747,0,2ANq1nRElqdzPkkVy8Cno6,7.159999999999999e-05,7,0.127,-8.254,0,"Mi Novia, Mi Amante y Mujer",33,1985-06-13,0.0644,146.82299999999995
0.211,1985,0.0579,['The Outfield'],0.349,217533,0.674,0,2D4HyOk9U6QlWw25SPzxre,0.0,2,0.103,-12.991,0,Taking My Chances,35,1985-06-29,0.0649,135.032
0.6970000000000001,1985,0.464,['Stanley Jordan'],0.529,386827,0.366,0,35CBk1t9XWnNTSzxgW0asE,0.7929999999999999,10,0.0784,-20.141,0,The Lady In My Life,33,1985-01-01,0.0324,95.446
0.8220000000000001,1985,0.0874,['Cazuza'],0.6779999999999999,223400,0.6629999999999999,0,4d0DpU7Odiv0ztvX2GxJlk,0.0161,7,0.615,-7.726,1,Exagerado,56,1985,0.0307,136.388
0.915,1985,0.145,['Eric Clapton'],0.688,295307,0.848,0,4pZ6mxFGCEGOa9YWrj4IEn,7.43e-05,0,0.0666,-6.646,1,She's Waiting - 1999 Remaster,34,1985-03-11,0.041,94.5
0.8909999999999999,1985,0.943,['Hank Williams'],0.722,158880,0.365,0,7IlqNBK3utSfFd7fp3j019,0.0,2,0.0757,-11.137,1,I'll Be A Bachelor Til I Die,31,1985-01-10,0.0339,95.907
0.227,1985,7.840000000000001e-05,['Exodus'],0.203,280173,0.966,0,17sfZVqAniwZgtZAxUv8ym,0.0126,4,0.179,-6.434,0,And Then There Were None,37,1985,0.327,174.329
0.31,1985,0.74,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",0.6779999999999999,201480,0.223,0,7mlWXXM4qSF3faqxmc2XuM,0.000302,0,0.157,-19.246,1,"Jim, I Wore a Tie Today",34,1985-05-01,0.0352,74.316
0.961,1985,0.0843,['Eddy Raven'],0.838,185880,0.54,0,3FQbGnwJhmRjL3GWKl9rPz,6.72e-06,9,0.0515,-13.028,1,"Operator, Operator",30,1985-05-01,0.0347,117.653
0.0434,1985,0.501,['John Barry'],0.0879,239533,0.233,0,6crCeZliAiJXbX4r2LjOUz,0.863,0,0.156,-15.546,1,End Title (You Are Karen) - Out Of Africa/Soundtrack Version,30,1985-01-01,0.0429,51.569
0.961,1985,0.104,['Beat Happening'],0.71,171160,0.924,0,6vNhNghDgxY8o4RCRFAwqA,0.00563,6,0.117,-6.442,1,Our Secret,32,1985,0.0345,119.309
0.498,1985,0.00635,['Rush'],0.403,310427,0.913,0,4BG64Z9i4XACK6IRWmgIKO,0.0422,2,0.1639999999999999,-6.441,0,Emotion Detector,33,1985-01-01,0.072,159.5
0.6729999999999999,1985,0.273,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",0.7090000000000001,154520,0.39,0,771dOzG2KWfpaETh5IlhKJ,1.44e-06,2,0.095,-17.449,1,Welfare Line,34,1985-05-01,0.0553,80.639
0.436,1985,0.667,['Billy Joel'],0.338,337253,0.475,0,2dawcQ0ljMGFEKN0NBIPvP,3.03e-06,0,0.247,-8.731,1,Piano Man,34,1985-06-29,0.0272,178.387
0.445,1985,0.564,['Michael McDonald'],0.5720000000000001,270507,0.234,0,3P16X8qsN8fMQQT7o0Tfgy,0.000423,0,0.0394,-17.05,1,Our Love,35,1985-07-30,0.034,87.215
0.77,1985,0.00357,['R.E.M.'],0.493,219467,0.5770000000000001,0,3uftyv2SS2I6umRFchzG3t,0.226,4,0.136,-13.169,1,Can't Get There From Here,31,1985-06-10,0.036,144.784
0.345,1985,6.09e-06,['The Cult'],0.54,263000,0.779,0,42LqaqPerEdMiPx4CqGF9z,0.802,7,0.0873,-8.571,1,She Sells Sanctuary,37,1985-10-18,0.03,139.639
0.962,1985,0.261,['Miami Sound Machine'],0.723,233160,0.484,0,5jwoygernfGvAuIxFSqxHp,0.00692,2,0.0492,-14.456,1,Falling In Love (Uh-Oh),33,1985-08-13,0.026,108.991
0.78,1985,0.239,['Billy Joel'],0.603,233187,0.852,0,5lFR8eQWAu3lJmYZ1EIgwU,2.97e-06,0,0.0901,-6.825,1,Only the Good Die Young,32,1985-06-29,0.15,76.258
0.867,1985,0.49,['Billy Joel'],0.6890000000000001,208187,0.826,0,7LcEbayqK9wgqFmTEo7g2T,9.03e-05,2,0.0436,-7.187,0,Movin' Out (Anthony's Song),32,1985-06-29,0.0342,133.847
0.741,1985,0.0278,['The Dead Milkmen'],0.316,119440,0.736,1,5p9QynaVwiVgpd3BCs7gkv,0.00257,4,0.108,-16.236,1,Serrated Edge,30,1985-06-01,0.141,192.99
0.371,1985,0.952,['Ziad Rahbani'],0.291,207560,0.231,0,0fylgLeNObjVvwhd8caHqX,0.382,9,0.237,-18.808,1,Bala Wala Chi,40,1985-01-01,0.0418,157.168
0.564,1985,0.505,['Óscar Medina'],0.5870000000000001,253973,0.461,0,3YVqByMKT1kErB7Pj4Mz8V,1.21e-06,7,0.0891,-11.302,1,La Meta Final,34,1985-09-01,0.0293,123.663
0.884,1985,0.282,['The Clash'],0.5479999999999999,230600,0.6459999999999999,0,7p949cKSO5MDSjajSrAcfI,0.0,8,0.337,-12.438,1,This is England,38,1985-11-04,0.0465,81.521
0.964,1985,0.73,['Héctor Lavoe'],0.7809999999999999,387600,0.7440000000000001,0,1M97ayCQqyCCsiSs2OIBb9,0.0117,5,0.337,-6.938,1,Déjala Que Siga,39,1985-12-31,0.0584,88.56299999999996
0.897,1985,0.163,['The Velvet Underground'],0.583,167027,0.442,0,4DU4GFHXVgP5FEdc5WO98C,5.64e-06,0,0.38,-16.194000000000006,1,She's My Best Friend,35,1985-02-02,0.0331,133.616
0.795,1985,0.0125,['Strawberry Switchblade'],0.5479999999999999,237333,0.7120000000000001,0,7knV3ojCkjRUZi3x29p1Cx,0.0137,11,0.0374,-10.297,0,Deep Water,32,1985-01-01,0.0342,84.49700000000001
0.918,1985,0.742,['Ray Conniff'],0.431,162911,0.501,0,2mAgytcJBy2ICr0DWnAASN,0.0,10,0.337,-15.053,1,Jingle Bells,38,1985,0.0392,184.05900000000003
0.382,1985,0.266,['Brenda K. Starr'],0.574,200640,0.473,0,6cc7q8BUVEfzzUPGt8aYlB,0.0,1,0.147,-7.737999999999999,1,Love Me Like the First Time,43,1985-01-01,0.0275,132.95600000000002
0.6709999999999999,1985,0.00909,['Phil Collins'],0.5870000000000001,261453,0.936,0,1qdJnY1FejnmAQNyJB1E48,0.122,8,0.0452,-4.398,1,Only You Know and I Know - 2016 Remaster,37,1985-01-25,0.0395,141.181
0.358,1985,0.978,"['Antonio Vivaldi', 'Angel Romero', 'Pepe Romero', 'Academy of St. Martin in the Fields', 'Iona Brown']",0.408,212323,0.0795,0,4JVyxDhSEAe7cvq7hjhikB,0.816,4,0.108,-31.837,0,"Concerto For 2 Mandolins, Strings And Continuo In G, RV 532: 2. Andante",33,1985-01-01,0.0567,181.687
0.187,1985,0.299,['Ray Brown Trio'],0.515,344213,0.104,0,4z5tPOBoKRIgCRVJMPPnoH,0.866,0,0.128,-24.141,0,Cry Me A River,37,1985-01-01,0.0422,107.991
0.828,1985,0.208,['Talking Heads'],0.634,254253,0.758,0,7eYjHT0Mel4NfET7FlEKni,0.000601,4,0.25,-6.537999999999999,1,Creatures of Love - 2005 Remaster,29,1985-07-10,0.0258,137.411
0.794,1985,0.00382,['Maynard Ferguson'],0.551,306133,0.726,0,0O26xhtmlMyLrQjYVaFeHP,0.076,1,0.6829999999999999,-10.322,1,Coconut Champagne - Live,29,1985,0.0881,132.025
0.0781,1985,0.984,"['Jack Brymer', 'Academy of St. Martin in the Fields', 'Sir Neville Marriner']",0.107,170000,0.0153,0,3knvmP5DiRiLZupMzZBRap,0.882,2,0.0659,-27.871,1,Mozart: Concerto For Clarinet And Orchestra In A (K. 622),29,1985-01-01,0.0469,83.71700000000001
0.504,1985,0.0818,['Boogie Boys'],0.944,353773,0.536,0,0gdajfMrIdhNPLgv1xC7B3,1.99e-06,11,0.0956,-14.523,0,A Fly Girl,29,1985-02-18,0.129,97.999
0.938,1985,0.51,['Marvin Santiago'],0.7,254360,0.635,0,1i2yBsnCHSanfHCVmw3dE0,0.0,0,0.17,-7.27,0,El Hombre Increible,30,1985-01-01,0.0405,99.309
0.475,1985,0.11,['Dokken'],0.555,217533,0.825,0,2sBCQzmuSn9dgiFnZtFdRB,0.0,11,0.354,-11.083,0,Don't Lie to Me,32,1985-11-19,0.0495,127.233
0.79,1985,0.0578,['APB'],0.601,223080,0.677,0,7vTuQMt0tIk3syHxeTN7e0,0.00478,10,0.0721,-8.006,0,Shoot You Down,33,1985-01-01,0.129,136.421
0.327,1985,0.078,['Love and Rockets'],0.42,300773,0.498,0,37tm5jtjlQw3Ji5T6DI2uR,0.892,2,0.257,-10.227,1,Saudade,37,1985,0.0315,135.52200000000002
0.332,1985,0.00365,['Iron Maiden'],0.239,276600,0.977,0,1LYpxJhJCMdtAAGrPnrMB0,0.903,9,0.361,-7.382999999999999,1,Aces High - Live Long Beach Arena; 1998 Remastered Version,28,1985-10-14,0.074,132.463
0.589,1985,0.16,['Rene & Angela'],0.439,301333,0.393,0,4nOyRmWTvh3TtUIgclXnvz,0.0,10,0.177,-10.692,0,"Your Smile - 12"" Mix",29,1985,0.0506,140.958
0.928,1985,0.0598,['Steely Dan'],0.8029999999999999,237000,0.534,0,0YeANQFNRJKCU202Zldi7p,0.000255,0,0.0973,-12.037,1,Peg,28,1985-01-01,0.032,116.958
0.795,1985,0.221,['David Allan Coe'],0.747,162800,0.7240000000000001,0,5liXvcnpNd8WYIw8cbUfQU,4.29e-05,2,0.102,-9.358,1,Call Me the Breeze,29,1985-01-01,0.0351,116.14
0.264,1985,2.9600000000000005e-05,['Détente'],0.282,154200,0.937,0,08Qa9rDNCCBEzuBoCmhuol,0.0,3,0.231,-8.076,1,Widow's Walk,27,1985,0.0674,82.38600000000002
0.862,1985,0.955,['Hank Williams'],0.467,172187,0.375,0,1SbnrhBurOfPwQrhfyNg3c,0.000128,2,0.0831,-12.758,1,I Can't Get You Off Of My Mind,31,1985-01-10,0.0287,171.577
0.848,1985,0.496,"['Isley, Jasper, Isley']",0.701,312107,0.5710000000000001,0,2A2AnsvnbTFY88Bx2jrozf,0.0,8,0.0325,-8.3,1,Insatiable Woman,30,1985-01-01,0.0708,76.169
0.753,1985,0.0112,['Steely Dan'],0.945,307733,0.26,0,3SyYkyxY72C5vPiYrSmlqb,0.00184,2,0.0382,-16.41,1,Hey Nineteen,28,1985-01-01,0.0655,119.662
0.237,1985,0.943,"['Antonio Vivaldi', 'Itzhak Perlman', 'Israel Philharmonic Orchestra']",0.473,216160,0.211,0,0ON4FYmS4Zch1NV0lhv9hX,0.417,5,0.06,-15.487,0,"Vivaldi: Violin Concerto in F Minor, RV 297 ""L'inverno"" (No. 4 from ""Il cimento dell'armonia e dell'inventione"", Op. 8): I. Allegro non molto",30,1985-12-25,0.0524,144.222
0.121,1985,0.7809999999999999,['Phil Collins'],0.474,261253,0.35,0,5KvxULNXi0YofO91RtrHsU,0.00114,2,0.0833,-8.201,1,We Said Hello Goodbye - 2016 Remaster,35,1985-01-25,0.0306,142.41
